Year,Month,Day,Date,State,Strength,Injuries,Fatalities,Entire Event,State Segment
1980,8,19,8/19/1980,FL,1,6,0,TRUE,TRUE
1980,8,20,8/20/1980,SD,0,0,0,TRUE,TRUE
1980,8,21,8/21/1980,FL,1,0,0,TRUE,TRUE
1980,8,21,8/21/1980,GA,1,0,0,TRUE,TRUE
1980,8,21,8/21/1980,FL,0,0,0,TRUE,TRUE
1980,8,22,8/22/1980,TX,1,0,0,TRUE,TRUE
1980,8,22,8/22/1980,FL,1,0,0,TRUE,TRUE
1980,8,23,8/23/1980,TX,2,0,0,TRUE,TRUE
1980,8,25,8/25/1980,CO,0,0,0,TRUE,TRUE
1980,8,26,8/26/1980,LA,1,0,0,TRUE,TRUE
1980,8,27,8/27/1980,CO,1,0,0,TRUE,TRUE
1980,8,28,8/28/1980,TX,1,0,0,TRUE,TRUE
1980,8,29,8/29/1980,TX,0,0,0,TRUE,TRUE
1980,8,29,8/29/1980,TN,1,0,0,TRUE,TRUE
1980,8,31,8/31/1980,MI,1,0,0,TRUE,TRUE
1980,9,1,9/1/1980,AL,2,0,0,TRUE,TRUE
1980,9,2,9/2/1980,FL,1,0,0,TRUE,TRUE
1980,9,3,9/3/1980,AR,2,0,0,TRUE,TRUE
1980,9,3,9/3/1980,MN,2,0,0,TRUE,TRUE
1980,9,3,9/3/1980,MN,0,0,0,TRUE,TRUE
1980,9,3,9/3/1980,MN,0,0,0,TRUE,TRUE
1980,9,3,9/3/1980,MN,3,15,1,TRUE,TRUE
1980,9,3,9/3/1980,IA,0,0,0,TRUE,TRUE
1980,9,3,9/3/1980,IA,0,0,0,TRUE,TRUE
1980,9,3,9/3/1980,IA,0,0,0,TRUE,TRUE
1980,9,3,9/3/1980,WI,2,0,0,TRUE,TRUE
1980,9,5,9/5/1980,TX,1,0,0,TRUE,TRUE
1980,9,6,9/6/1980,TX,2,0,0,TRUE,TRUE
1980,9,6,9/6/1980,TX,0,0,0,TRUE,TRUE
1980,9,6,9/6/1980,TX,0,0,0,TRUE,TRUE
1980,9,6,9/6/1980,TX,1,0,0,TRUE,TRUE
1980,9,8,9/8/1980,TX,0,0,0,TRUE,TRUE
1980,9,8,9/8/1980,OK,1,0,0,TRUE,TRUE
1980,9,8,9/8/1980,MI,0,0,0,TRUE,TRUE
1980,9,8,9/8/1980,MI,0,0,0,TRUE,TRUE
1980,9,9,9/9/1980,FL,1,0,0,TRUE,TRUE
1980,9,10,9/10/1980,AL,1,0,0,TRUE,TRUE
1980,9,15,9/15/1980,FL,1,0,0,TRUE,TRUE
1980,9,16,9/16/1980,IL,0,0,0,TRUE,TRUE
1980,9,16,9/16/1980,OK,2,0,0,TRUE,TRUE
1980,9,16,9/16/1980,IL,0,0,0,TRUE,TRUE
1980,9,16,9/16/1980,IL,0,0,0,TRUE,TRUE
1980,9,19,9/19/1980,TX,1,1,0,TRUE,TRUE
1980,9,20,9/20/1980,IA,3,0,0,TRUE,TRUE
1980,9,20,9/20/1980,IA,2,0,0,TRUE,TRUE
1980,9,20,9/20/1980,IA,2,0,0,TRUE,TRUE
1980,9,20,9/20/1980,WI,1,0,0,TRUE,TRUE
1980,9,22,9/22/1980,IL,0,0,0,TRUE,TRUE
1980,9,22,9/22/1980,KY,1,0,0,TRUE,TRUE
1980,9,25,9/25/1980,TX,0,0,0,TRUE,TRUE
1980,9,25,9/25/1980,TX,0,0,0,TRUE,TRUE
1980,9,25,9/25/1980,TX,0,0,0,TRUE,TRUE
1980,10,3,10/3/1980,NC,1,0,0,TRUE,TRUE
1980,10,15,10/15/1980,NE,2,0,0,TRUE,TRUE
1980,10,15,10/15/1980,KS,0,0,0,TRUE,TRUE
1980,10,15,10/15/1980,KS,0,0,0,TRUE,TRUE
1980,10,15,10/15/1980,CO,2,0,0,TRUE,TRUE
1980,10,15,10/15/1980,NE,1,0,0,TRUE,TRUE
1980,10,15,10/15/1980,KS,3,4,0,TRUE,TRUE
1980,10,15,10/15/1980,NE,0,0,0,TRUE,TRUE
1980,10,15,10/15/1980,NE,0,0,0,TRUE,TRUE
1980,10,16,10/16/1980,KS,3,0,0,TRUE,TRUE
1980,10,16,10/16/1980,NE,1,0,0,TRUE,TRUE
1980,10,16,10/16/1980,OK,1,3,0,TRUE,TRUE
1980,10,16,10/16/1980,TX,2,1,0,TRUE,TRUE
1980,10,16,10/16/1980,NE,2,0,0,TRUE,TRUE
1980,10,16,10/16/1980,NE,1,0,0,TRUE,TRUE
1980,10,16,10/16/1980,NE,1,0,0,TRUE,TRUE
1980,10,16,10/16/1980,IA,1,0,0,TRUE,TRUE
1980,10,16,10/16/1980,TX,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,TX,1,0,0,TRUE,TRUE
1980,10,17,10/17/1980,TX,1,0,0,TRUE,TRUE
1980,10,17,10/17/1980,AR,2,3,0,TRUE,TRUE
1980,10,17,10/17/1980,AR,2,2,0,TRUE,TRUE
1980,10,17,10/17/1980,AR,2,2,1,TRUE,TRUE
1980,10,17,10/17/1980,AR,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,LA,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,1,0,0,TRUE,TRUE
1980,10,17,10/17/1980,TN,1,0,0,TRUE,TRUE
1980,10,17,10/17/1980,TN,1,0,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,2,0,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,2,5,0,TRUE,TRUE
1980,10,17,10/17/1980,MS,2,0,0,TRUE,TRUE
1980,10,18,10/18/1980,LA,2,4,0,TRUE,TRUE
1980,10,18,10/18/1980,TX,1,0,0,TRUE,TRUE
1980,10,27,10/27/1980,LA,3,0,0,TRUE,TRUE
1980,10,27,10/27/1980,MS,2,2,0,TRUE,TRUE
1980,10,27,10/27/1980,LA,1,0,0,TRUE,TRUE
1980,10,27,10/27/1980,MS,1,0,0,TRUE,TRUE
1980,10,27,10/27/1980,MS,2,1,0,TRUE,TRUE
1980,10,28,10/28/1980,FL,1,0,0,TRUE,TRUE
1980,10,28,10/28/1980,FL,1,0,0,TRUE,TRUE
1980,11,15,11/15/1980,FL,0,0,0,TRUE,TRUE
1980,11,15,11/15/1980,FL,0,0,0,TRUE,TRUE
1980,11,23,11/23/1980,AL,0,0,0,TRUE,TRUE
1980,12,7,12/7/1980,TX,0,0,0,TRUE,TRUE
1981,1,22,1/22/1981,CA,0,0,0,TRUE,TRUE
1981,1,23,1/23/1981,CA,0,0,0,TRUE,TRUE
1981,2,1,2/1/1981,FL,1,0,0,TRUE,TRUE
1981,2,2,2/2/1981,SC,1,0,0,TRUE,TRUE
1981,2,2,2/2/1981,SC,1,0,0,TRUE,TRUE
1981,2,2,2/2/1981,FL,1,0,0,TRUE,TRUE
1981,2,2,2/2/1981,FL,1,0,0,TRUE,TRUE
1981,2,10,2/10/1981,TX,2,0,0,TRUE,TRUE
1981,2,10,2/10/1981,TX,1,1,0,TRUE,TRUE
1981,2,10,2/10/1981,TX,2,2,0,TRUE,TRUE
1981,2,10,2/10/1981,TX,2,8,1,TRUE,TRUE
1981,2,10,2/10/1981,MS,2,2,0,TRUE,TRUE
1981,2,10,2/10/1981,AL,2,62,0,TRUE,TRUE
1981,2,10,2/10/1981,FL,1,0,0,TRUE,TRUE
1981,2,10,2/10/1981,AL,1,5,0,TRUE,TRUE
1981,2,11,2/11/1981,SC,1,0,0,TRUE,TRUE
1981,2,11,2/11/1981,SC,1,0,0,TRUE,TRUE
1981,2,11,2/11/1981,NC,2,0,0,TRUE,TRUE
1981,2,11,2/11/1981,NC,2,0,0,TRUE,TRUE
1981,2,11,2/11/1981,NC,2,0,1,TRUE,TRUE
1981,2,11,2/11/1981,NC,2,2,0,TRUE,TRUE
1981,2,11,2/11/1981,NC,2,0,0,TRUE,TRUE
1981,2,11,2/11/1981,FL,1,0,0,TRUE,TRUE
1981,2,11,2/11/1981,VA,1,0,0,TRUE,TRUE
1981,2,21,2/21/1981,TX,1,0,0,TRUE,TRUE
1981,2,21,2/21/1981,TX,1,0,0,TRUE,TRUE
1981,2,21,2/21/1981,TX,1,0,0,TRUE,TRUE
1981,3,3,3/3/1981,TX,0,0,0,TRUE,TRUE
1981,3,3,3/3/1981,TX,0,0,0,TRUE,TRUE
1981,3,3,3/3/1981,TX,0,0,0,TRUE,TRUE
1981,3,3,3/3/1981,TX,0,1,0,TRUE,TRUE
1981,3,4,3/4/1981,OK,0,0,0,TRUE,TRUE
1981,3,4,3/4/1981,AL,1,0,0,TRUE,TRUE
1981,3,7,3/7/1981,TX,1,0,0,TRUE,TRUE
1981,3,17,3/17/1981,TX,2,1,0,TRUE,TRUE
1981,3,18,3/18/1981,AL,1,0,0,TRUE,TRUE
1981,3,18,3/18/1981,GA,1,1,0,TRUE,TRUE
1981,3,18,3/18/1981,GA,1,0,0,TRUE,TRUE
1981,3,18,3/18/1981,GA,1,0,0,TRUE,TRUE
1981,3,18,3/18/1981,AL,1,0,0,TRUE,TRUE
1981,3,18,3/18/1981,GA,1,0,0,TRUE,TRUE
1981,3,18,3/18/1981,AL,1,0,0,TRUE,TRUE
1981,3,18,3/18/1981,FL,2,1,0,TRUE,TRUE
1981,3,19,3/19/1981,FL,3,1,0,TRUE,TRUE
1981,3,19,3/19/1981,FL,2,11,0,TRUE,TRUE
1981,3,19,3/19/1981,CA,0,0,0,TRUE,TRUE
1981,3,22,3/22/1981,FL,0,0,0,TRUE,TRUE
1981,3,22,3/22/1981,AL,1,0,0,TRUE,TRUE
1981,3,25,3/25/1981,MN,2,0,0,TRUE,TRUE
1981,3,28,3/28/1981,KS,1,0,0,TRUE,TRUE
1981,3,28,3/28/1981,KS,1,0,0,TRUE,TRUE
1981,3,29,3/29/1981,TX,1,0,0,TRUE,TRUE
1981,3,29,3/29/1981,IA,1,0,0,TRUE,TRUE
1981,3,29,3/29/1981,IL,4,0,0,TRUE,TRUE
1981,3,30,3/30/1981,AL,1,0,0,TRUE,TRUE
1981,3,30,3/30/1981,AL,1,0,0,TRUE,TRUE
1981,3,30,3/30/1981,AL,1,0,0,TRUE,TRUE
1981,3,30,3/30/1981,NC,2,1,1,TRUE,FALSE
1981,3,30,3/30/1981,NC,2,1,1,FALSE,TRUE
1981,3,30,3/30/1981,VA,2,0,0,FALSE,TRUE
1981,3,31,3/31/1981,MS,2,0,0,TRUE,TRUE
1981,3,31,3/31/1981,MS,2,2,0,TRUE,TRUE
1981,4,1,4/1/1981,AL,3,23,2,TRUE,TRUE
1981,4,1,4/1/1981,GA,1,0,0,TRUE,TRUE
1981,4,1,4/1/1981,FL,1,0,0,TRUE,TRUE
1981,4,3,4/3/1981,NE,0,0,0,TRUE,TRUE
1981,4,3,4/3/1981,NE,0,0,0,TRUE,TRUE
1981,4,3,4/3/1981,NE,2,0,0,TRUE,TRUE
1981,4,3,4/3/1981,KS,1,0,0,TRUE,TRUE
1981,4,3,4/3/1981,KS,2,0,0,TRUE,TRUE
1981,4,3,4/3/1981,IA,0,0,0,TRUE,TRUE
1981,4,3,4/3/1981,OK,1,0,0,TRUE,TRUE
1981,4,3,4/3/1981,IA,0,0,0,TRUE,TRUE
1981,4,3,4/3/1981,AR,1,0,0,TRUE,TRUE
1981,4,3,4/3/1981,IA,1,0,0,TRUE,TRUE
1981,4,3,4/3/1981,IL,4,32,0,TRUE,TRUE
1981,4,3,4/3/1981,IA,0,0,0,TRUE,TRUE
1981,4,3,4/3/1981,WI,1,0,0,TRUE,TRUE
1981,4,4,4/4/1981,WI,4,53,3,TRUE,TRUE
1981,4,4,4/4/1981,IL,1,4,0,TRUE,TRUE
1981,4,4,4/4/1981,IA,1,0,0,TRUE,TRUE
1981,4,4,4/4/1981,WI,2,6,0,TRUE,TRUE
1981,4,10,4/10/1981,IA,0,0,0,TRUE,TRUE
1981,4,10,4/10/1981,IA,2,9,0,TRUE,TRUE
1981,4,10,4/10/1981,IA,0,0,0,TRUE,TRUE
1981,4,10,4/10/1981,IA,2,0,0,TRUE,TRUE
1981,4,11,4/11/1981,OK,0,0,0,TRUE,TRUE
1981,4,11,4/11/1981,IA,2,2,0,TRUE,TRUE
1981,4,12,4/12/1981,OK,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,MO,0,0,0,TRUE,TRUE
1981,4,13,4/13/1981,MO,0,0,0,TRUE,TRUE
1981,4,13,4/13/1981,MO,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,OH,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IL,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,KS,0,0,0,TRUE,TRUE
1981,4,13,4/13/1981,MO,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IL,0,0,0,TRUE,TRUE
1981,4,13,4/13/1981,MO,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IL,2,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IN,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,MO,0,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IL,0,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IL,1,0,0,TRUE,TRUE
1981,4,13,4/13/1981,IL,1,0,0,TRUE,TRUE
1981,4,15,4/15/1981,FL,1,2,0,TRUE,TRUE
1981,4,17,4/17/1981,TN,1,0,0,TRUE,TRUE
1981,4,17,4/17/1981,MI,0,0,0,TRUE,TRUE
1981,4,17,4/17/1981,OH,0,0,0,TRUE,TRUE
1981,4,17,4/17/1981,OH,1,0,0,TRUE,TRUE
1981,4,19,4/19/1981,SC,1,0,0,TRUE,TRUE
1981,4,19,4/19/1981,OK,3,7,0,TRUE,TRUE
1981,4,19,4/19/1981,OK,2,0,0,TRUE,TRUE
1981,4,19,4/19/1981,OK,3,0,0,TRUE,TRUE
1981,4,19,4/19/1981,OK,3,1,0,TRUE,TRUE
1981,4,19,4/19/1981,OK,3,49,5,TRUE,TRUE
1981,4,20,4/20/1981,TX,0,0,0,TRUE,TRUE
1981,4,20,4/20/1981,TX,1,0,0,TRUE,TRUE
1981,4,20,4/20/1981,TX,0,0,0,TRUE,TRUE
1981,4,20,4/20/1981,TX,0,0,0,TRUE,TRUE
1981,4,20,4/20/1981,WY,0,0,0,TRUE,TRUE
1981,4,20,4/20/1981,SC,1,0,0,TRUE,TRUE
1981,4,20,4/20/1981,SC,1,0,0,TRUE,TRUE
1981,4,21,4/21/1981,TX,1,1,0,TRUE,TRUE
1981,4,21,4/21/1981,ID,1,0,0,TRUE,TRUE
1981,4,22,4/22/1981,TX,1,0,0,TRUE,TRUE
1981,4,22,4/22/1981,TX,0,0,0,TRUE,TRUE
1981,4,22,4/22/1981,MO,4,32,1,TRUE,TRUE
1981,4,22,4/22/1981,OK,0,0,0,TRUE,TRUE
1981,4,22,4/22/1981,MO,1,0,0,TRUE,TRUE
1981,4,22,4/22/1981,MO,1,0,0,TRUE,TRUE
1981,4,22,4/22/1981,MO,3,0,1,TRUE,TRUE
1981,4,22,4/22/1981,IL,0,0,0,TRUE,TRUE
1981,4,22,4/22/1981,MO,0,0,0,TRUE,TRUE
1981,4,23,4/23/1981,TX,2,2,0,TRUE,TRUE
1981,4,23,4/23/1981,TX,1,0,0,TRUE,TRUE
1981,4,28,4/28/1981,PA,2,0,0,TRUE,TRUE
1981,4,28,4/28/1981,IN,1,0,0,TRUE,TRUE
1981,4,28,4/28/1981,ND,0,0,0,TRUE,TRUE
1981,4,29,4/29/1981,MN,1,0,0,TRUE,TRUE
1981,4,29,4/29/1981,MN,2,2,0,TRUE,TRUE
1981,4,29,4/29/1981,MN,0,0,0,TRUE,TRUE
1981,4,29,4/29/1981,MN,0,0,0,TRUE,TRUE
1981,4,29,4/29/1981,PA,2,0,0,TRUE,TRUE
1981,4,30,4/30/1981,LA,0,0,0,TRUE,TRUE
1981,4,30,4/30/1981,OK,1,0,0,TRUE,TRUE
1981,4,30,4/30/1981,OK,2,4,1,TRUE,TRUE
1981,5,1,5/1/1981,FL,1,0,0,TRUE,TRUE
1981,5,3,5/3/1981,TX,1,0,0,TRUE,TRUE
1981,5,3,5/3/1981,TX,1,0,0,TRUE,TRUE
1981,5,3,5/3/1981,TX,2,10,0,TRUE,TRUE
1981,5,4,5/4/1981,TX,0,0,0,TRUE,TRUE
1981,5,6,5/6/1981,UT,1,0,0,TRUE,TRUE
1981,5,6,5/6/1981,NM,0,0,0,TRUE,TRUE
1981,5,6,5/6/1981,TX,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,FL,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,FL,1,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,1,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,2,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,2,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,2,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,0,0,0,TRUE,TRUE
1981,5,7,5/7/1981,TX,2,0,0,TRUE,TRUE
1981,5,8,5/8/1981,KS,0,0,0,TRUE,TRUE
1981,5,8,5/8/1981,TX,0,0,0,TRUE,TRUE
1981,5,8,5/8/1981,TX,0,0,0,TRUE,TRUE
1981,5,8,5/8/1981,TX,2,0,0,TRUE,TRUE
1981,5,8,5/8/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,3,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TN,0,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,3,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,2,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,0,0,TRUE,TRUE
1981,5,9,5/9/1981,TX,2,1,0,TRUE,TRUE
1981,5,9,5/9/1981,LA,1,0,0,TRUE,TRUE
1981,5,9,5/9/1981,LA,1,0,0,TRUE,TRUE
1981,5,10,5/10/1981,GA,1,0,0,TRUE,TRUE
1981,5,11,5/11/1981,PA,1,0,0,TRUE,TRUE
1981,5,11,5/11/1981,FL,0,0,0,TRUE,TRUE
1981,5,11,5/11/1981,VA,2,0,0,TRUE,TRUE
1981,5,11,5/11/1981,CO,1,0,0,TRUE,TRUE
1981,5,13,5/13/1981,OK,1,0,0,TRUE,TRUE
1981,5,13,5/13/1981,OK,2,0,0,TRUE,TRUE
1981,5,13,5/13/1981,OK,1,0,0,TRUE,TRUE
1981,5,13,5/13/1981,OK,1,0,0,TRUE,TRUE
1981,5,13,5/13/1981,TX,2,0,0,TRUE,TRUE
1981,5,13,5/13/1981,TX,4,30,0,TRUE,TRUE
1981,5,13,5/13/1981,TX,2,0,0,TRUE,TRUE
1981,5,13,5/13/1981,AR,1,0,0,TRUE,TRUE
1981,5,13,5/13/1981,TX,1,0,0,TRUE,TRUE
1981,5,13,5/13/1981,TX,2,0,0,TRUE,TRUE
1981,5,13,5/13/1981,AR,2,4,0,TRUE,TRUE
1981,5,13,5/13/1981,AR,0,0,0,TRUE,TRUE
1981,5,13,5/13/1981,TX,1,0,0,TRUE,TRUE
1981,5,15,5/15/1981,MD,2,2,0,TRUE,TRUE
1981,5,15,5/15/1981,TX,1,0,0,TRUE,TRUE
1981,5,15,5/15/1981,TX,1,0,0,TRUE,TRUE
1981,5,15,5/15/1981,TX,1,0,0,TRUE,TRUE
1981,5,15,5/15/1981,TX,2,0,0,TRUE,TRUE
1981,5,15,5/15/1981,TX,1,0,0,TRUE,TRUE
1981,5,15,5/15/1981,TX,0,0,0,TRUE,TRUE
1981,5,16,5/16/1981,TX,1,4,0,TRUE,TRUE
1981,5,16,5/16/1981,TX,0,0,0,TRUE,TRUE
1981,5,16,5/16/1981,TX,2,1,0,TRUE,TRUE
1981,5,16,5/16/1981,CO,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,TX,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,KS,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,KS,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,LA,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,LA,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,AR,1,0,0,TRUE,TRUE
1981,5,16,5/16/1981,AR,2,5,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,0,0,0,TRUE,TRUE
1981,5,17,5/17/1981,KS,2,0,0,TRUE,TRUE
1981,5,17,5/17/1981,KS,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,KS,0,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,2,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,KS,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,FL,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,TX,2,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,3,6,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,1,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,2,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,4,2,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,0,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,2,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,3,0,0,TRUE,TRUE
1981,5,17,5/17/1981,OK,2,0,0,TRUE,TRUE
1981,5,18,5/18/1981,AR,1,1,0,TRUE,TRUE
1981,5,18,5/18/1981,AR,0,0,0,TRUE,TRUE
1981,5,18,5/18/1981,TX,2,0,0,TRUE,TRUE
1981,5,18,5/18/1981,TX,2,0,0,TRUE,TRUE
1981,5,18,5/18/1981,TX,1,0,0,TRUE,TRUE
1981,5,18,5/18/1981,AL,1,0,0,TRUE,TRUE
1981,5,18,5/18/1981,MO,0,0,0,TRUE,TRUE
1981,5,18,5/18/1981,MS,2,1,0,TRUE,TRUE
1981,5,18,5/18/1981,KY,2,0,0,TRUE,TRUE
1981,5,20,5/20/1981,FL,1,0,0,TRUE,TRUE
1981,5,20,5/20/1981,FL,1,0,0,TRUE,TRUE
1981,5,20,5/20/1981,FL,1,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,2,0,0,TRUE,TRUE
1981,5,22,5/22/1981,KS,0,0,0,TRUE,TRUE
1981,5,22,5/22/1981,MN,0,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,1,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,2,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,1,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,0,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,2,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,2,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,4,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,1,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,1,0,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,3,12,0,TRUE,TRUE
1981,5,22,5/22/1981,OK,2,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,KS,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,KS,2,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,MO,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,KS,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,2,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,KS,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,2,3,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,2,3,0,TRUE,TRUE
1981,5,23,5/23/1981,KS,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,MO,0,0,0,TRUE,TRUE
1981,5,23,5/23/1981,IA,2,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,3,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,1,0,0,TRUE,TRUE
1981,5,23,5/23/1981,OK,2,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,MO,2,1,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,1,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,0,0,0,TRUE,TRUE
1981,5,24,5/24/1981,TX,2,0,0,TRUE,TRUE
1981,5,25,5/25/1981,KS,0,0,0,TRUE,TRUE
1981,5,25,5/25/1981,LA,1,0,0,TRUE,TRUE
1981,5,26,5/26/1981,FL,0,0,0,TRUE,TRUE
1981,5,26,5/26/1981,IN,0,0,0,TRUE,TRUE
1981,5,26,5/26/1981,TX,0,0,0,TRUE,TRUE
1981,5,26,5/26/1981,TX,0,0,0,TRUE,TRUE
1981,5,26,5/26/1981,TX,0,0,0,TRUE,TRUE
1981,5,26,5/26/1981,TX,0,0,0,TRUE,TRUE
1981,5,27,5/27/1981,IL,0,0,0,TRUE,TRUE
1981,5,27,5/27/1981,TN,0,0,0,TRUE,TRUE
1981,5,27,5/27/1981,SC,2,6,0,TRUE,TRUE
1981,5,28,5/28/1981,TX,0,0,0,TRUE,TRUE
1981,5,28,5/28/1981,FL,0,0,0,TRUE,TRUE
1981,5,28,5/28/1981,MT,2,0,0,TRUE,TRUE
